epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,49,,,,,2946.951171875,50.424407958984375,54.05168914794922
0,49,,,,4570.1494140625,,,
1,99,,,,,580.78857421875,16.703237533569336,23.82632064819336
1,99,,,,1722.950927734375,,,
2,149,,,,,406.8447265625,16.4480037689209,20.081920623779297
2,149,,,,524.4271240234375,,,
3,199,,,,,404.54095458984375,16.720211029052734,20.033166885375977
3,199,,,,524.8154296875,,,
4,249,,,,,409.3928527832031,16.310209274291992,20.138179779052734
4,249,,,,520.9693603515625,,,
5,299,,,,,404.4081726074219,16.76837921142578,20.03083038330078
5,299,,,,514.7776489257812,,,
6,349,,,,,404.3650817871094,16.793323516845703,20.030210494995117
6,349,,,,516.0567626953125,,,
7,399,,,,,407.5384216308594,16.402881622314453,20.097143173217773
7,399,,,,519.8074340820312,,,
8,449,,,,,404.3297119140625,16.840211868286133,20.03009033203125
8,449,,,,511.8602294921875,,,
9,499,,,,,405.0446472167969,16.62001609802246,20.04324722290039
9,499,,,,505.5370788574219,,,
10,549,,,,,404.3320007324219,16.829999923706055,20.02998924255371
10,549,,,,512.7169189453125,,,
11,599,,,,,404.5075988769531,16.729887008666992,20.032543182373047
11,599,,,,525.94384765625,,,
12,649,,,,,404.32733154296875,16.852291107177734,20.030208587646484
12,649,,,,522.281494140625,,,
13,699,,,,,405.3163146972656,16.583736419677734,20.04891014099121
13,699,,,,510.2501220703125,,,
14,749,,,,,407.1663513183594,16.424701690673828,20.088918685913086
14,749,,,,514.8564453125,,,
15,799,,,,,404.4584655761719,16.958972930908203,20.03477668762207
15,799,,,,526.8895263671875,,,
16,849,,,,,405.4164123535156,16.55792236328125,20.05066680908203
16,849,,,,529.9638061523438,,,
17,899,,,,,400.2291259765625,16.001169204711914,19.909543991088867
17,899,,,,515.6910400390625,,,
18,949,,,,,342.29791259765625,13.995341300964355,18.333602905273438
18,949,,,,387.26531982421875,,,
19,999,,,,,357.92913818359375,13.509191513061523,18.72256851196289
19,999,,,,229.11709594726562,,,
20,1049,,,,,311.4234924316406,12.682339668273926,17.436616897583008
20,1049,,,,195.48580932617188,,,
21,1099,,,,,331.04754638671875,12.69267749786377,17.949045181274414
21,1099,,,,179.29891967773438,,,
22,1149,,,,,348.642822265625,12.740100860595703,18.42595863342285
22,1149,,,,165.44033813476562,,,
23,1199,,,,,338.59857177734375,12.82293701171875,18.139522552490234
23,1199,,,,157.63023376464844,,,
24,1249,,,,,349.1307067871094,12.729842185974121,18.422760009765625
24,1249,,,,162.1985321044922,,,
25,1299,,,,,330.5289611816406,12.140176773071289,17.917112350463867
25,1299,,,,155.30471801757812,,,
26,1349,,,,,331.0222473144531,12.236242294311523,17.894296646118164
26,1349,,,,154.00096130371094,,,
27,1399,,,,,337.15576171875,12.404753684997559,18.0463809967041
27,1399,,,,149.05087280273438,,,
28,1449,,,,,351.8235168457031,12.715941429138184,18.4615478515625
28,1449,,,,142.94984436035156,,,
29,1499,,,,,327.2077941894531,12.451555252075195,17.804365158081055
29,1499,,,,142.7283172607422,,,
30,1549,,,,,319.9144287109375,12.123872756958008,17.58998680114746
30,1549,,,,144.58828735351562,,,
31,1550,373.764404296875,12.994646072387695,18.96001625061035,,,,
