epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,12,,,,,1189.2152099609375,32.121124267578125,34.08867645263672
0,12,,,,1695.3455810546875,,,
1,25,,,,,924.8426513671875,27.67626190185547,29.998863220214844
1,25,,,,1301.9437255859375,,,
2,38,,,,,669.1244506835938,22.611940383911133,25.440196990966797
2,38,,,,973.9308471679688,,,
3,51,,,,,449.8641662597656,17.39689826965332,20.769025802612305
3,51,,,,755.1757202148438,,,
4,64,,,,,286.0794372558594,12.530545234680176,16.439899444580078
4,64,,,,549.8073120117188,,,
5,77,,,,,191.4253387451172,10.178359031677246,13.319194793701172
5,77,,,,383.5723571777344,,,
6,90,,,,,147.45419311523438,9.299605369567871,11.64397144317627
6,90,,,,322.72314453125,,,
7,103,,,,,129.89637756347656,8.968735694885254,10.919683456420898
7,103,,,,314.30804443359375,,,
8,116,,,,,119.77240753173828,8.3963623046875,10.45983600616455
8,116,,,,224.08563232421875,,,
9,129,,,,,115.5354232788086,7.963637828826904,10.255928993225098
9,129,,,,204.78378295898438,,,
10,142,,,,,109.260009765625,7.6120195388793945,10.032938957214355
10,142,,,,199.26766967773438,,,
11,155,,,,,101.00524139404297,7.381468772888184,9.68830680847168
11,155,,,,179.89613342285156,,,
12,168,,,,,99.15414428710938,7.300502300262451,9.578485488891602
12,168,,,,172.81590270996094,,,
13,181,,,,,94.38091278076172,7.108330249786377,9.326356887817383
13,181,,,,168.43507385253906,,,
14,194,,,,,89.0482406616211,6.91301155090332,9.063579559326172
14,194,,,,174.05160522460938,,,
15,207,,,,,82.1229476928711,6.698794841766357,8.708012580871582
15,207,,,,153.92726135253906,,,
16,220,,,,,81.83577728271484,6.676393985748291,8.696599006652832
16,220,,,,148.4632110595703,,,
17,233,,,,,84.04012298583984,6.7681779861450195,8.812734603881836
17,233,,,,162.75929260253906,,,
18,246,,,,,82.20345306396484,6.669190406799316,8.702473640441895
18,246,,,,134.92774963378906,,,
19,259,,,,,81.6900405883789,6.69023323059082,8.685758590698242
19,259,,,,138.77745056152344,,,
20,260,78.7690200805664,6.202263832092285,8.650433540344238,,,,
