epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,5,,,,,7924.091796875,86.21516418457031,89.01226043701172
0,5,,,,7366.8310546875,,,
1,11,,,,,7845.41552734375,85.75884246826172,88.56941223144531
1,11,,,,7326.03466796875,,,
2,17,,,,,7662.560546875,84.68573760986328,87.53109741210938
2,17,,,,7210.44140625,,,
3,23,,,,,7446.31103515625,83.39863586425781,86.28694915771484
3,23,,,,7014.166015625,,,
4,29,,,,,7222.1337890625,82.04425811767578,84.97805786132812
4,29,,,,6812.03271484375,,,
5,35,,,,,7005.10302734375,80.71088409423828,83.69142150878906
5,35,,,,6606.1103515625,,,
6,41,,,,,6787.88525390625,79.35365295410156,82.38357543945312
6,41,,,,6385.55712890625,,,
7,47,,,,,6565.716796875,77.94114685058594,81.02410888671875
7,47,,,,6136.35009765625,,,
8,53,,,,,6338.73828125,76.47119903564453,79.61123657226562
8,53,,,,5965.9365234375,,,
9,59,,,,,6109.32763671875,74.95621490478516,78.15727996826172
9,59,,,,5768.66796875,,,
10,65,,,,,5880.45166015625,73.4135971069336,76.67925262451172
10,65,,,,5518.033203125,,,
11,71,,,,,5651.21630859375,71.83536529541016,75.16979217529297
11,71,,,,5292.34619140625,,,
12,77,,,,,5421.62158203125,70.21912384033203,73.62696075439453
12,77,,,,5125.63427734375,,,
13,83,,,,,5191.4580078125,68.56063842773438,72.04714965820312
13,83,,,,4816.36181640625,,,
14,89,,,,,4960.2294921875,66.85305786132812,70.42436981201172
14,89,,,,4645.3349609375,,,
15,95,,,,,4728.5888671875,65.0975570678711,68.76032257080078
15,95,,,,4421.73291015625,,,
16,101,,,,,4497.18310546875,63.29522705078125,67.05675506591797
16,101,,,,4245.39453125,,,
17,107,,,,,4265.72802734375,61.439640045166016,65.30840301513672
17,107,,,,4045.835205078125,,,
18,113,,,,,4034.843994140625,59.53105545043945,63.516448974609375
18,113,,,,3815.329345703125,,,
19,119,,,,,3805.1337890625,57.56940460205078,61.681976318359375
19,119,,,,3518.347900390625,,,
20,125,,,,,3577.06689453125,55.553306579589844,59.80500411987305
20,125,,,,3327.004150390625,,,
21,131,,,,,3351.20849609375,53.481876373291016,57.886287689208984
21,131,,,,3147.990478515625,,,
22,137,,,,,3128.363037109375,51.35626220703125,55.9286994934082
22,137,,,,2963.2509765625,,,
23,143,,,,,2908.842041015625,49.172603607177734,53.930912017822266
23,143,,,,2688.05712890625,,,
24,149,,,,,2693.77685546875,46.93484115600586,51.899169921875
24,149,,,,2572.16455078125,,,
25,155,,,,,2483.827880859375,44.642250061035156,49.8359489440918
25,155,,,,2289.041259765625,,,
26,161,,,,,2279.38427734375,42.290504455566406,47.7412223815918
26,161,,,,2108.96728515625,,,
27,167,,,,,2081.62060546875,39.88386535644531,45.6235237121582
27,167,,,,1947.37890625,,,
28,173,,,,,1891.4444580078125,37.42388153076172,43.48990249633789
28,173,,,,1734.226318359375,,,
29,179,,,,,1709.2965087890625,34.905574798583984,41.34319305419922
29,179,,,,1574.33056640625,,,
30,185,,,,,1536.1767578125,32.33077621459961,39.19395446777344
30,185,,,,1522.3948974609375,,,
31,191,,,,,1373.030517578125,29.781721115112305,37.05442810058594
31,191,,,,1375.491455078125,,,
32,197,,,,,1221.0343017578125,27.278593063354492,34.943111419677734
32,197,,,,1255.7908935546875,,,
33,203,,,,,1080.8143310546875,25.512115478515625,32.87478256225586
33,203,,,,993.7138061523438,,,
34,209,,,,,953.4589233398438,24.153972625732422,30.875459671020508
34,209,,,,983.53125,,,
35,215,,,,,839.6072998046875,22.898948669433594,28.970075607299805
35,215,,,,888.1646118164062,,,
36,221,,,,,740.955322265625,21.84457778930664,27.20907211303711
36,221,,,,769.0432739257812,,,
37,227,,,,,658.238037109375,21.108551025390625,25.63599967956543
37,227,,,,740.6720581054688,,,
38,233,,,,,594.0443115234375,20.47538948059082,24.34058380126953
38,233,,,,646.9407958984375,,,
39,239,,,,,549.974365234375,20.06363868713379,23.40460968017578
39,239,,,,706.0523681640625,,,
40,245,,,,,526.9091186523438,19.932886123657227,22.89586067199707
40,245,,,,607.5291137695312,,,
41,251,,,,,516.4573974609375,19.86693000793457,22.659940719604492
41,251,,,,658.74560546875,,,
42,257,,,,,515.1788940429688,19.85798454284668,22.63080406188965
42,257,,,,764.4837646484375,,,
43,263,,,,,512.4149169921875,19.837820053100586,22.567584991455078
43,263,,,,613.9379272460938,,,
44,269,,,,,514.2026977539062,19.85098648071289,22.60851287841797
44,269,,,,650.692138671875,,,
45,275,,,,,514.79541015625,19.855236053466797,22.622053146362305
45,275,,,,586.7158203125,,,
46,281,,,,,514.8400268554688,19.855545043945312,22.623071670532227
46,281,,,,548.3134765625,,,
47,287,,,,,516.6589965820312,19.868267059326172,22.664531707763672
47,287,,,,543.8186645507812,,,
48,293,,,,,515.6016235351562,19.86091423034668,22.64044761657715
48,293,,,,655.4700927734375,,,
49,299,,,,,515.5472412109375,19.860525131225586,22.63920783996582
49,299,,,,692.08984375,,,
50,305,,,,,514.700439453125,19.854520797729492,22.619884490966797
50,305,,,,613.344482421875,,,
51,311,,,,,513.499755859375,19.84581756591797,22.592439651489258
51,311,,,,605.9078979492188,,,
52,317,,,,,514.4375,19.852624893188477,22.613880157470703
52,317,,,,606.069091796875,,,
53,323,,,,,516.877197265625,19.869726181030273,22.669496536254883
53,323,,,,636.340087890625,,,
54,324,299.6188049316406,14.804027557373047,16.737632751464844,,,,
