epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,12,,,,,433899.46875,656.8942260742188,658.1544189453125
0,12,,,,452705.84375,,,
1,25,,,,,426033.96875,650.8723754882812,652.1459350585938
1,25,,,,446728.125,,,
2,38,,,,,417814.59375,644.5267944335938,645.8128662109375
2,38,,,,438694.34375,,,
3,51,,,,,408498.90625,637.2589721679688,638.5594482421875
3,51,,,,429501.34375,,,
4,64,,,,,398122.1875,629.0646362304688,630.3817138671875
4,64,,,,419917.125,,,
5,77,,,,,386684.9375,619.9072875976562,621.243408203125
5,77,,,,409144.03125,,,
6,90,,,,,374281.8125,609.8212280273438,611.1790161132812
6,90,,,,396922.5,,,
7,103,,,,,360982.34375,598.8175048828125,600.1996459960938
7,103,,,,384044.96875,,,
8,116,,,,,346834.0,586.8851318359375,588.2947998046875
8,116,,,,369244.40625,,,
9,129,,,,,331912.875,574.0322265625,575.4727783203125
9,129,,,,355350.65625,,,
10,142,,,,,316260.90625,560.2330932617188,561.708251953125
10,142,,,,339760.3125,,,
11,155,,,,,299962.71875,545.4932250976562,547.0074462890625
11,155,,,,321565.6875,,,
12,168,,,,,283081.625,529.7940673828125,531.3521118164062
12,168,,,,305906.9375,,,
13,181,,,,,265700.78125,513.1286010742188,514.7359619140625
13,181,,,,290256.90625,,,
14,194,,,,,247927.25,495.5072021484375,497.1703186035156
14,194,,,,269295.28125,,,
15,207,,,,,229871.4375,476.9397888183594,478.66595458984375
15,207,,,,253678.46875,,,
16,220,,,,,211626.609375,457.41314697265625,459.2109069824219
16,220,,,,236055.59375,,,
17,233,,,,,193279.515625,436.8977966308594,438.7775573730469
17,233,,,,214882.125,,,
18,246,,,,,174933.296875,415.3714904785156,417.34576416015625
18,246,,,,195174.125,,,
19,259,,,,,156476.640625,392.52618408203125,394.6116638183594
19,259,,,,179528.984375,,,
20,272,,,,,138367.671875,368.7381591796875,370.95361328125
20,272,,,,155528.09375,,,
21,285,,,,,120725.4453125,343.9848937988281,346.3539733886719
21,285,,,,139950.609375,,,
22,298,,,,,103699.3984375,318.2759094238281,320.8288269042969
22,298,,,,122852.625,,,
23,311,,,,,87428.015625,291.5959167480469,294.37237548828125
23,311,,,,104227.5,,,
24,324,,,,,72075.265625,263.96099853515625,267.0143737792969
24,324,,,,87083.0078125,,,
25,337,,,,,57786.94140625,235.34463500976562,238.74951171875
25,337,,,,74157.21875,,,
26,350,,,,,44638.23046875,205.51976013183594,209.38890075683594
26,350,,,,60147.40234375,,,
27,363,,,,,32801.80859375,174.36155700683594,178.873291015625
27,363,,,,48984.1015625,,,
28,376,,,,,22623.33984375,142.20928955078125,147.65472412109375
28,376,,,,34558.0703125,,,
29,389,,,,,14313.46484375,109.14945983886719,116.07183074951172
29,389,,,,25242.662109375,,,
30,402,,,,,8046.79443359375,75.14610290527344,84.80375671386719
30,402,,,,17944.8203125,,,
31,415,,,,,4030.07666015625,45.28940963745117,57.857967376708984
31,415,,,,13399.763671875,,,
32,428,,,,,2448.885009765625,37.2532958984375,48.345054626464844
32,428,,,,9839.6220703125,,,
33,441,,,,,2475.74560546875,41.92538833618164,49.14341354370117
33,441,,,,9053.8291015625,,,
34,454,,,,,2431.069091796875,40.74350357055664,48.705955505371094
34,454,,,,9197.548828125,,,
35,467,,,,,2399.901611328125,38.86126708984375,48.26863479614258
35,467,,,,8339.9775390625,,,
36,480,,,,,2408.410400390625,39.84764099121094,48.44571304321289
36,480,,,,8137.33837890625,,,
37,493,,,,,2402.299560546875,39.410888671875,48.35174560546875
37,493,,,,8898.427734375,,,
38,506,,,,,2440.904052734375,41.04418182373047,48.80683517456055
38,506,,,,9319.455078125,,,
39,519,,,,,2494.8388671875,42.33143997192383,49.32019805908203
39,519,,,,9047.533203125,,,
40,532,,,,,2418.6259765625,40.31696319580078,48.570594787597656
40,532,,,,8964.263671875,,,
41,545,,,,,2404.81005859375,38.30257797241211,48.22660446166992
41,545,,,,9174.2724609375,,,
42,558,,,,,2411.63427734375,38.001625061035156,48.22789001464844
42,558,,,,9479.1181640625,,,
43,571,,,,,2400.354248046875,38.71870040893555,48.25314712524414
43,571,,,,8447.75390625,,,
44,584,,,,,2402.792236328125,39.45859146118164,48.360843658447266
44,584,,,,7892.2001953125,,,
45,597,,,,,2400.22900390625,39.1085205078125,48.30146789550781
45,597,,,,8482.296875,,,
46,598,1705.50439453125,30.151185989379883,39.117820739746094,,,,
