epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,11,,,,,6585.4296875,78.7906265258789,81.01667022705078
0,11,,,,6922.38330078125,,,
1,23,,,,,6213.9384765625,76.39522552490234,78.6898422241211
1,23,,,,6705.0205078125,,,
2,35,,,,,5783.103515625,73.52104949951172,75.90336608886719
2,35,,,,6285.8310546875,,,
3,47,,,,,5384.10009765625,70.75565338134766,73.22857666015625
3,47,,,,5860.05859375,,,
4,59,,,,,4997.66455078125,67.97004699707031,70.54158020019531
4,59,,,,5447.34326171875,,,
5,71,,,,,4612.16650390625,65.07249450683594,67.75517272949219
5,71,,,,5055.07568359375,,,
6,83,,,,,4224.99365234375,62.02626419067383,64.83641052246094
6,83,,,,4680.390625,,,
7,95,,,,,3836.37548828125,58.81019973754883,61.76844787597656
7,95,,,,4240.14501953125,,,
8,107,,,,,3448.685302734375,55.41614532470703,58.548160552978516
8,107,,,,3893.896728515625,,,
9,119,,,,,3064.088134765625,51.83002853393555,55.168617248535156
9,119,,,,3512.6064453125,,,
10,131,,,,,2686.76806640625,48.052391052246094,51.639183044433594
10,131,,,,3090.1552734375,,,
11,143,,,,,2320.552734375,44.07740020751953,47.966888427734375
11,143,,,,2723.726318359375,,,
12,155,,,,,1970.1087646484375,39.9045524597168,44.16930389404297
12,155,,,,2424.011474609375,,,
13,167,,,,,1640.3116455078125,35.53274917602539,40.272132873535156
13,167,,,,1942.0826416015625,,,
14,179,,,,,1335.917236328125,30.954511642456055,36.309898376464844
14,179,,,,1611.1427001953125,,,
15,191,,,,,1062.676025390625,26.181846618652344,32.34968185424805
15,191,,,,1410.507080078125,,,
16,203,,,,,826.95703125,21.48281478881836,28.50794792175293
16,203,,,,1125.5260009765625,,,
17,215,,,,,634.887939453125,18.376609802246094,24.968236923217773
17,215,,,,895.661376953125,,,
18,227,,,,,492.30364990234375,16.411287307739258,22.010009765625
18,227,,,,714.1573486328125,,,
19,239,,,,,412.6439514160156,15.497568130493164,20.186321258544922
19,239,,,,645.767333984375,,,
20,251,,,,,383.0579833984375,15.74104118347168,19.449682235717773
20,251,,,,603.7584228515625,,,
21,263,,,,,377.7528076171875,16.240825653076172,19.292804718017578
21,263,,,,542.9965209960938,,,
22,275,,,,,378.0772399902344,16.465835571289062,19.289987564086914
22,275,,,,587.60546875,,,
23,287,,,,,378.3495178222656,16.527278900146484,19.29360580444336
23,287,,,,551.37841796875,,,
24,299,,,,,377.7486877441406,16.242862701416016,19.292604446411133
24,299,,,,552.9196166992188,,,
25,311,,,,,377.737060546875,16.257755279541016,19.2916259765625
25,311,,,,607.355224609375,,,
26,323,,,,,377.7482604980469,16.241052627563477,19.292673110961914
26,323,,,,621.9425048828125,,,
27,335,,,,,378.5254821777344,16.023582458496094,19.32207679748535
27,335,,,,540.3212890625,,,
28,347,,,,,377.9694519042969,16.13678741455078,19.303049087524414
28,347,,,,534.032470703125,,,
29,359,,,,,377.81463623046875,16.193574905395508,19.296533584594727
29,359,,,,610.7781372070312,,,
30,371,,,,,377.757080078125,16.229333877563477,19.293424606323242
30,371,,,,536.291259765625,,,
31,383,,,,,377.8232727050781,16.188642501831055,19.296981811523438
31,383,,,,577.4569091796875,,,
32,395,,,,,377.9855041503906,16.13109588623047,19.303707122802734
32,395,,,,516.21923828125,,,
33,407,,,,,378.1342468261719,16.093271255493164,19.309125900268555
33,407,,,,556.4287719726562,,,
34,419,,,,,378.2103576660156,16.076629638671875,19.311763763427734
34,419,,,,606.4138793945312,,,
35,431,,,,,378.1811218261719,16.082658767700195,19.31076431274414
35,431,,,,597.7747802734375,,,
36,432,383.53564453125,16.25238800048828,19.520509719848633,,,,
