epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,398,,,,,2117.90576171875,41.07795333862305,44.789764404296875
0,398,,,,4342.89208984375,,,
1,797,,,,,2066.587158203125,40.529541015625,44.23147201538086
1,797,,,,2901.5615234375,,,
2,1196,,,,,1709.00341796875,29.495336532592773,37.728824615478516
2,1196,,,,2715.434814453125,,,
3,1595,,,,,264.23284912109375,9.064742088317871,11.516138076782227
3,1595,,,,1450.7694091796875,,,
4,1994,,,,,68.39348602294922,5.879457473754883,7.496444225311279
4,1994,,,,476.5819396972656,,,
5,2393,,,,,54.70774841308594,5.258204936981201,6.892685413360596
5,2393,,,,349.4132385253906,,,
6,2792,,,,,48.27558517456055,5.174157619476318,6.562361717224121
6,2792,,,,319.5664367675781,,,
7,3191,,,,,50.173912048339844,4.833329200744629,6.448573589324951
7,3191,,,,290.20977783203125,,,
8,3590,,,,,71.98079681396484,5.129395961761475,6.77616548538208
8,3590,,,,290.31781005859375,,,
9,3989,,,,,53.52384948730469,4.874734878540039,6.512086868286133
9,3989,,,,267.2703857421875,,,
10,4388,,,,,45.67388153076172,4.678457736968994,6.163938522338867
10,4388,,,,248.3190155029297,,,
11,4787,,,,,54.51152038574219,4.920206069946289,6.717735767364502
11,4787,,,,244.01608276367188,,,
12,5186,,,,,51.973262786865234,5.006506443023682,6.522859573364258
12,5186,,,,229.12930297851562,,,
13,5585,,,,,143.073974609375,8.356473922729492,10.722771644592285
13,5585,,,,256.7114562988281,,,
14,5984,,,,,48.95609664916992,4.971726894378662,6.335207462310791
14,5984,,,,234.09756469726562,,,
15,6383,,,,,98.25730895996094,5.57689905166626,7.457503795623779
15,6383,,,,240.2350311279297,,,
16,6782,,,,,345.6611633300781,8.000471115112305,9.683531761169434
16,6782,,,,226.6370391845703,,,
17,7181,,,,,264.4206848144531,6.875351905822754,8.438821792602539
17,7181,,,,217.35975646972656,,,
18,7580,,,,,72.9936752319336,4.63812780380249,6.186982154846191
18,7580,,,,204.60105895996094,,,
19,7979,,,,,65.83736419677734,4.655663013458252,6.1485724449157715
19,7979,,,,214.02239990234375,,,
20,8378,,,,,77.8183822631836,4.676667213439941,6.209153175354004
20,8378,,,,201.0283966064453,,,
21,8379,11298.625,98.77519226074219,99.01813507080078,,,,
