epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,2,,,,,8238.919921875,88.02325439453125,90.76849365234375
0,2,,,,7180.94482421875,,,
1,5,,,,,8234.462890625,87.99787139892578,90.74394226074219
1,5,,,,7175.78515625,,,
2,8,,,,,8228.43359375,87.9634017944336,90.7107162475586
2,8,,,,7170.92333984375,,,
3,11,,,,,8219.79296875,87.91404724121094,90.66307067871094
3,11,,,,7165.11865234375,,,
4,14,,,,,8202.97265625,87.81797790527344,90.57025909423828
4,14,,,,7154.50927734375,,,
5,17,,,,,8170.58447265625,87.63304138183594,90.39128875732422
5,17,,,,7134.49658203125,,,
6,20,,,,,8121.7294921875,87.35392761230469,90.12063598632812
6,20,,,,7097.7333984375,,,
7,23,,,,,8068.2646484375,87.04778289794922,89.82351684570312
7,23,,,,7049.734375,,,
8,26,,,,,8014.1142578125,86.73648071289062,89.5215835571289
8,26,,,,7001.3076171875,,,
9,29,,,,,7957.1640625,86.40769958496094,89.20293426513672
9,29,,,,6954.39404296875,,,
10,32,,,,,7896.8291015625,86.0579605102539,88.86410522460938
10,32,,,,6890.80419921875,,,
11,35,,,,,7834.0810546875,85.69273376464844,88.51034545898438
11,35,,,,6852.29833984375,,,
12,38,,,,,7770.04443359375,85.31832122802734,88.14785766601562
12,38,,,,6807.666015625,,,
13,41,,,,,7705.78271484375,84.94087219238281,87.78258514404297
13,41,,,,6724.17236328125,,,
14,44,,,,,7641.6171875,84.56233215332031,87.41634368896484
14,44,,,,6660.0224609375,,,
15,47,,,,,7577.0205078125,84.17949676513672,87.04608154296875
15,47,,,,6616.80419921875,,,
16,50,,,,,7511.71484375,83.79069519042969,86.67015075683594
16,50,,,,6541.20068359375,,,
17,53,,,,,7445.3828125,83.39393615722656,86.28662872314453
17,53,,,,6474.2568359375,,,
18,56,,,,,7377.57666015625,82.98640441894531,85.892822265625
18,56,,,,6397.36328125,,,
19,59,,,,,7308.31005859375,82.56800842285156,85.48865509033203
19,59,,,,6327.771484375,,,
20,62,,,,,7237.7431640625,82.13957214355469,85.0749282836914
20,62,,,,6289.36083984375,,,
21,65,,,,,7165.79296875,81.70042419433594,84.65100860595703
21,65,,,,6275.05859375,,,
22,68,,,,,7092.2509765625,81.24909973144531,84.21550750732422
22,68,,,,6197.71142578125,,,
23,71,,,,,7017.38427734375,80.78706359863281,83.76982879638672
23,71,,,,6125.5703125,,,
24,74,,,,,6941.1640625,80.3139419555664,83.31364440917969
24,74,,,,6053.82275390625,,,
25,77,,,,,6863.52197265625,79.82911682128906,82.84637451171875
25,77,,,,5942.91650390625,,,
26,80,,,,,6784.34375,79.33164978027344,82.36712646484375
26,80,,,,5838.36328125,,,
27,83,,,,,6703.71728515625,78.82184600830078,81.87622833251953
27,83,,,,5810.99169921875,,,
28,86,,,,,6621.8046875,78.30052185058594,81.37447357177734
28,86,,,,5764.58447265625,,,
29,89,,,,,6538.47998046875,77.76661682128906,80.86087036132812
29,89,,,,5698.5126953125,,,
30,92,,,,,6453.77001953125,77.22004699707031,80.33535766601562
30,92,,,,5557.49560546875,,,
31,95,,,,,6367.939453125,76.66228485107422,79.79936981201172
31,95,,,,5478.76953125,,,
32,98,,,,,6280.962890625,76.09290313720703,79.25252532958984
32,98,,,,5427.73046875,,,
33,101,,,,,6192.7177734375,75.51081848144531,78.6938247680664
33,101,,,,5357.0439453125,,,
34,104,,,,,6103.466796875,74.9175033569336,78.12468719482422
34,104,,,,5340.75244140625,,,
35,107,,,,,6013.34423828125,74.3135986328125,77.5457534790039
35,107,,,,5178.56884765625,,,
36,110,,,,,5922.16748046875,73.69759368896484,76.95561981201172
36,110,,,,5105.1025390625,,,
37,113,,,,,5830.1015625,73.07029724121094,76.3551025390625
37,113,,,,5054.91552734375,,,
38,116,,,,,5737.1787109375,72.43167114257812,75.7441635131836
38,116,,,,4953.486328125,,,
39,119,,,,,5643.2470703125,71.78031921386719,75.12154388427734
39,119,,,,4882.439453125,,,
40,122,,,,,5548.3359375,71.11611938476562,74.48715209960938
40,122,,,,4710.2158203125,,,
41,125,,,,,5452.6611328125,70.44024658203125,73.8421401977539
41,125,,,,4566.12353515625,,,
42,128,,,,,5356.2529296875,69.75257110595703,73.1864242553711
42,128,,,,4558.2607421875,,,
43,131,,,,,5259.236328125,69.05362701416016,72.52059173583984
43,131,,,,4516.43017578125,,,
44,134,,,,,5161.66943359375,68.34352111816406,71.84475708007812
44,134,,,,4470.50830078125,,,
45,137,,,,,5063.5126953125,67.62158966064453,71.15836334228516
45,137,,,,4389.6865234375,,,
46,140,,,,,4964.72119140625,66.88713073730469,70.46077728271484
46,140,,,,4159.83203125,,,
47,143,,,,,4865.26904296875,66.13951110839844,69.75148010253906
47,143,,,,4220.97509765625,,,
48,146,,,,,4765.3125,65.37950134277344,69.03124237060547
48,146,,,,4161.0400390625,,,
49,149,,,,,4664.83935546875,64.60655212402344,68.29962921142578
49,149,,,,3881.5361328125,,,
50,152,,,,,4563.9990234375,63.82136154174805,67.557373046875
50,152,,,,3815.066162109375,,,
51,155,,,,,4463.029296875,63.025352478027344,66.805908203125
51,155,,,,3917.037841796875,,,
52,158,,,,,4361.892578125,62.21783447265625,66.04462432861328
52,158,,,,3631.947265625,,,
53,161,,,,,4260.6435546875,61.398780822753906,65.27360534667969
53,161,,,,3765.76318359375,,,
54,164,,,,,4159.4560546875,60.56916046142578,64.49384307861328
54,164,,,,3498.177978515625,,,
55,167,,,,,4058.21630859375,59.727569580078125,63.704124450683594
55,167,,,,3406.941650390625,,,
56,170,,,,,3956.82373046875,58.872657775878906,62.903289794921875
56,170,,,,3321.504150390625,,,
57,173,,,,,3855.46728515625,58.005462646484375,62.09241485595703
57,173,,,,3274.876220703125,,,
58,176,,,,,3754.22998046875,57.12614059448242,61.27177810668945
58,176,,,,3178.533447265625,,,
59,179,,,,,3653.17431640625,56.23469161987305,60.441490173339844
59,179,,,,2968.294921875,,,
60,182,,,,,3552.307861328125,55.330589294433594,59.60124588012695
60,182,,,,3044.038818359375,,,
61,185,,,,,3451.70751953125,54.413909912109375,58.7512321472168
61,185,,,,2937.479248046875,,,
62,188,,,,,3351.423828125,53.48448944091797,57.89148712158203
62,188,,,,2763.963134765625,,,
63,191,,,,,3251.58935546875,52.54289627075195,57.02271270751953
63,191,,,,2785.338623046875,,,
64,194,,,,,3152.316162109375,51.589561462402344,56.1454963684082
64,194,,,,2713.180419921875,,,
65,197,,,,,3053.704833984375,50.62480926513672,55.260337829589844
65,197,,,,2420.781982421875,,,
66,200,,,,,2955.74072265625,49.64783477783203,54.366722106933594
66,200,,,,2426.081298828125,,,
67,203,,,,,2858.583740234375,48.6595344543457,53.465721130371094
67,203,,,,2365.0205078125,,,
68,206,,,,,2762.438232421875,47.66136169433594,52.55890655517578
68,206,,,,2453.97265625,,,
69,209,,,,,2667.356201171875,46.653221130371094,51.646453857421875
69,209,,,,2318.094970703125,,,
70,212,,,,,2573.361083984375,45.63471984863281,50.72830581665039
70,212,,,,2099.689453125,,,
71,215,,,,,2480.28466796875,44.60326385498047,49.80245590209961
71,215,,,,1981.4136962890625,,,
72,218,,,,,2388.217529296875,43.55897521972656,48.86939239501953
72,218,,,,2083.206787109375,,,
73,221,,,,,2297.405029296875,42.50379180908203,47.93125534057617
73,221,,,,1869.8656005859375,,,
74,224,,,,,2208.00537109375,41.43877410888672,46.989418029785156
74,224,,,,1913.88134765625,,,
75,227,,,,,2120.20654296875,40.36549758911133,46.04570007324219
75,227,,,,1935.3408203125,,,
76,230,,,,,2033.797607421875,39.28058624267578,45.0976448059082
76,230,,,,1772.55224609375,,,
77,233,,,,,1948.8369140625,38.18381118774414,44.145633697509766
77,233,,,,1709.9461669921875,,,
78,236,,,,,1865.5013427734375,37.076515197753906,43.19144821166992
78,236,,,,1678.9071044921875,,,
79,239,,,,,1783.854736328125,35.95859909057617,42.23570251464844
79,239,,,,1578.60986328125,,,
80,242,,,,,1703.850830078125,34.82840347290039,41.27772903442383
80,242,,,,1648.957275390625,,,
