epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,12,,,,,1208.2518310546875,25.251583099365234,29.848613739013672
0,12,,,,1583.559326171875,,,
1,25,,,,,894.8895874023438,17.584896087646484,23.01628875732422
1,25,,,,1317.990966796875,,,
2,38,,,,,704.1986694335938,13.277530670166016,19.06290626525879
2,38,,,,1046.64892578125,,,
3,51,,,,,600.576904296875,16.84151840209961,20.825258255004883
3,51,,,,859.0906372070312,,,
4,64,,,,,590.6175537109375,20.099937438964844,22.710527420043945
4,64,,,,773.9702758789062,,,
5,77,,,,,600.2013549804688,21.02780532836914,23.306434631347656
5,77,,,,752.2918090820312,,,
6,90,,,,,597.5479125976562,20.81647491455078,23.16770362854004
6,90,,,,755.0548706054688,,,
7,103,,,,,590.9658813476562,20.145519256591797,22.739042282104492
7,103,,,,734.9191284179688,,,
8,116,,,,,591.0357055664062,20.154560089111328,22.74469757080078
8,116,,,,740.0084838867188,,,
9,129,,,,,591.1583251953125,20.170265197753906,22.754533767700195
9,129,,,,727.062255859375,,,
10,142,,,,,590.5595092773438,20.091867446899414,22.70551300048828
10,142,,,,745.8017578125,,,
11,155,,,,,593.0728759765625,20.393808364868164,22.895572662353516
11,155,,,,754.1452026367188,,,
12,168,,,,,592.9616088867188,20.381757736206055,22.887914657592773
12,168,,,,739.9459838867188,,,
13,181,,,,,591.6385498046875,20.23005485534668,22.792041778564453
13,181,,,,745.4572143554688,,,
14,194,,,,,591.5628051757812,20.222387313842773,22.78704833984375
14,194,,,,746.9096069335938,,,
15,207,,,,,590.7418823242188,20.116497039794922,22.720857620239258
15,207,,,,761.1878051757812,,,
16,220,,,,,589.5289916992188,19.94326400756836,22.613243103027344
16,220,,,,746.7048950195312,,,
17,233,,,,,591.4963989257812,20.21282196044922,22.781200408935547
17,233,,,,750.3650512695312,,,
18,246,,,,,593.001708984375,20.38629722595215,22.890779495239258
18,246,,,,729.6156005859375,,,
19,259,,,,,591.2271728515625,20.179431915283203,22.760229110717773
19,259,,,,732.0599975585938,,,
20,272,,,,,591.8175659179688,20.25182342529297,22.805723190307617
20,272,,,,754.4225463867188,,,
21,285,,,,,591.8544311523438,20.256269454956055,22.808515548706055
21,285,,,,748.6737060546875,,,
22,298,,,,,593.2080078125,20.408626556396484,22.904958724975586
22,298,,,,738.5549926757812,,,
23,311,,,,,592.1218872070312,20.28776741027832,22.828372955322266
23,311,,,,737.2570190429688,,,
24,324,,,,,592.044189453125,20.278728485107422,22.822668075561523
24,324,,,,759.7755737304688,,,
25,337,,,,,591.412841796875,20.202836990356445,22.7748966217041
25,337,,,,749.3062133789062,,,
26,350,,,,,590.5650634765625,20.093339920043945,22.706363677978516
26,350,,,,740.3297119140625,,,
27,351,673.0004272460938,21.148515701293945,24.981122970581055,,,,
