epoch,step,test_loss,test_mae,test_rmse,train_loss,val_loss,val_mae,val_rmse
0,2,,,,,1654.4593505859375,36.2137336730957,40.675045013427734
0,2,,,,1095.9715576171875,,,
1,5,,,,,1554.9698486328125,34.848548889160156,39.43310546875
1,5,,,,1089.1220703125,,,
2,8,,,,,1458.475830078125,33.468502044677734,38.189998626708984
2,8,,,,831.0387573242188,,,
3,11,,,,,1354.1649169921875,31.897720336914062,36.798980712890625
3,11,,,,816.3008422851562,,,
4,14,,,,,1261.5079345703125,30.434711456298828,35.5177116394043
4,14,,,,781.9302978515625,,,
5,17,,,,,1170.207763671875,28.91404151916504,34.20829772949219
5,17,,,,667.7349853515625,,,
6,20,,,,,1071.8355712890625,27.13334083557129,32.73889923095703
6,20,,,,696.3761596679688,,,
7,23,,,,,983.68359375,25.450170516967773,31.363733291625977
7,23,,,,529.8461303710938,,,
8,26,,,,,902.8504028320312,23.79574203491211,30.047470092773438
8,26,,,,544.1162109375,,,
9,29,,,,,846.4783325195312,22.688079833984375,29.09429931640625
9,29,,,,439.1488037109375,,,
10,32,,,,,786.6956787109375,21.567758560180664,28.048095703125
10,32,,,,438.67864990234375,,,
11,35,,,,,738.33447265625,20.597627639770508,27.17230796813965
11,35,,,,528.915771484375,,,
12,38,,,,,697.3152465820312,19.863187789916992,26.406726837158203
12,38,,,,430.1841735839844,,,
13,41,,,,,687.4513549804688,20.27699851989746,26.21929359436035
13,41,,,,357.99139404296875,,,
14,44,,,,,661.1273193359375,19.931293487548828,25.7123966217041
14,44,,,,392.70526123046875,,,
15,47,,,,,644.61328125,19.72052574157715,25.389236450195312
15,47,,,,294.63677978515625,,,
16,50,,,,,772.2109375,20.681270599365234,27.788684844970703
16,50,,,,424.0368957519531,,,
17,53,,,,,766.0433349609375,20.64083480834961,27.677486419677734
17,53,,,,298.4562683105469,,,
18,56,,,,,755.5439453125,20.50068473815918,27.487157821655273
18,56,,,,283.2635498046875,,,
19,59,,,,,747.5894775390625,20.389007568359375,27.342082977294922
19,59,,,,265.3146667480469,,,
20,62,,,,,785.4736328125,20.855640411376953,28.026302337646484
20,62,,,,367.031982421875,,,
21,63,230.6932830810547,10.305421829223633,15.188591003417969,,,,
